keyword,year,month,field_previous,field,count
rapport,2024,6,관광학,무역학,1
rapport,2024,9,무역학,관광학,1
rapport,2025,2,관광학,무역학,1
rapport,2025,4,무역학,경영학,1
rasch,2022,11,교육학,사회과학 일반,1
rasch,2022,11,사회과학 일반,사회학,1
rasch,2022,12,사회학,교육학,1
rasch,2024,6,경영학,교육학,1
rasch,2024,6,교육학,경영학,1
rasch model,2021,9,사회학,교육학,1
rasch model,2022,11,교육학,사회과학 일반,1
rasch model,2022,11,사회과학 일반,사회학,1
rasch model,2022,12,사회학,교육학,1
rasch model,2025,2,교육학,사회학,1
rasch model,2025,11,사회학,지리학,1
rasch model,2025,11,지리학,사회학,1
rate,2021,3,경제학,법학,2
rate,2021,3,법학,경제학,2
rate,2021,6,법학,경제학,1
rate,2021,8,경제학,법학,1
rate,2021,8,법학,경제학,1
rate,2021,9,경제학,법학,1
rate,2021,11,법학,경제학,1
rate,2021,12,경제학,법학,2
rate,2021,12,법학,경제학,2
rate,2022,2,경제학,법학,1
rate,2022,2,법학,경제학,1
rate,2022,5,경제학,법학,1
rate,2022,6,경제학,사회학,1
rate,2022,6,법학,경제학,1
rate,2022,7,법학,경제학,1
rate,2022,7,사회학,법학,1
rate,2022,8,경제학,법학,1
rate,2022,8,법학,경제학,1
rate,2022,9,경제학,법학,1
rate,2022,10,법학,경제학,1
rate,2022,12,경제학,법학,1
rate,2022,12,경제학,지리학,1
rate,2022,12,지리학,경제학,1
rate,2023,2,경제학,법학,1
rate,2023,2,법학,경제학,1
rate,2023,3,경제학,법학,1
rate,2023,3,법학,경제학,1
rate,2023,4,경제학,법학,1
rate,2023,4,법학,경제학,1
rate,2023,6,경제학,군사학,1
rate,2023,6,경제학,법학,1
rate,2023,6,군사학,경제학,1
rate,2023,6,법학,경제학,1
rate,2023,7,법학,지리학,1
rate,2023,8,지리학,법학,1
rate,2023,9,경제학,법학,1
rate,2023,9,법학,경제학,1
rate,2023,10,법학,경제학,1
rate,2023,11,경제학,법학,1
rate,2023,11,법학,경제학,1
rate,2023,12,경제학,법학,1
rate,2024,2,경제학,법학,1
rate,2024,2,법학,경제학,1
rate,2024,4,법학,경제학,1
rate,2024,6,경제학,법학,1
rate,2024,8,경제학,법학,1
rate,2024,8,법학,경제학,1
rate,2024,9,법학,경제학,1
rate,2024,10,경제학,법학,1
rate,2024,10,법학,경제학,1
rate,2024,11,경제학,법학,1
rate,2024,12,경제학,군사학,1
rate,2024,12,군사학,경제학,1
rate,2024,12,군사학,법학,1
rate,2024,12,법학,군사학,2
rate,2025,2,군사학,법학,1
rate,2025,2,법학,경제학,1
rate,2025,3,경제학,법학,1
rate,2025,3,법학,경제학,1
rate,2025,5,경제학,법학,1
rate,2025,8,경제학,법학,1
rate,2025,8,법학,경제학,2
rate,2025,9,경제학,법학,1
rate,2025,9,군사학,법학,1
rate,2025,9,법학,군사학,1
rates,2021,11,법학,경제학,1
rates,2021,12,경제학,정치외교학,1
rates,2022,4,정치외교학,경제학,1
rates,2022,5,경제학,법학,1
rates,2025,4,법학,경제학,1
rates,2025,6,경제학,법학,1
rates,2025,8,법학,경제학,1
rates,2025,9,경제학,법학,1
rating,2021,9,경제학,법학,1
rating,2021,9,법학,경제학,1
rating,2021,11,경영학,법학,1
rating,2021,11,경제학,경영학,1
rating,2022,11,법학,경제학,1
rating,2023,5,경제학,법학,1
rating,2024,2,관광학,경제학,1
rating,2024,2,법학,관광학,1
rating,2024,9,경제학,신문방송학,1
rating,2024,10,신문방송학,경제학,1
rating,2024,12,경제학,법학,1
rating,2025,7,법학,사회과학 일반,1
ratio,2021,3,법학,경제학,1
ratio,2021,12,경제학,지리학,1
ratio,2021,12,지리학,법학,1
ratio,2022,6,법학,경제학,1
ratio,2022,8,경제학,법학,1
ratio,2022,8,법학,경제학,1
ratio,2022,9,경제학,법학,1
ratio,2022,11,법학,경제학,1
ratio,2022,12,경제학,법학,1
ratio,2023,2,법학,경제학,1
ratio,2023,3,경제학,군사학,1
ratio,2023,3,군사학,법학,1
ratio,2023,4,법학,경제학,1
ratio,2023,6,경제학,법학,1
ratio,2023,10,법학,경제학,1
ratio,2023,11,경제학,법학,1
ratio,2024,3,경제학,법학,1
ratio,2024,3,법학,경제학,1
ratio,2024,4,법학,경제학,1
ratio,2024,9,경제학,법학,1
ratio,2024,12,경제학,법학,1
ratio,2024,12,법학,경제학,1
ratio,2024,12,법학,군사학,1
ratio,2025,2,경영학,경제학,1
ratio,2025,2,군사학,경영학,1
ratio,2025,6,경제학,법학,1
ratio,2025,8,법학,경제학,1
ratio,2025,9,경제학,군사학,1
ratio,2025,10,군사학,경제학,1
rationality,2021,6,법학,교육학,1
rationality,2021,12,교육학,법학,1
rationality,2022,2,법학,관광학,1
rationality,2022,3,관광학,정치외교학,1
rationality,2022,5,정치외교학,사회학,1
rationality,2022,9,사회학,법학,1
rationality,2022,11,법학,교육학,1
rationality,2022,12,교육학,법학,1
rationality,2023,7,법학,사회학,1
rationality,2023,9,사회학,법학,1
rationality,2024,4,법학,경제학,1
rationality,2024,5,경제학,법학,1
rationality,2025,7,법학,사회학,1
rationality,2025,8,법학,교육학,1
rationality,2025,8,사회학,법학,1
rationality,2025,11,교육학,법학,1
rawls,2021,6,법학,지리학,1
rawls,2021,8,지리학,법학,1
rawls,2021,10,법학,정치외교학,1
rawls,2022,2,정치외교학,교육학,1
rawls,2022,11,교육학,사회학,1
rawls,2022,12,사회학,법학,1
rawls,2023,6,법학,정치외교학,1
rawls,2023,8,정치외교학,법학,1
rawls,2023,11,법학,교육학,1
rawls,2024,2,교육학,법학,1
rawls,2024,2,법학,교육학,1
rcep,2021,3,법학,사회학,1
rcep,2021,6,사회학,무역학,1
rcep,2021,9,무역학,법학,1
rcep,2022,2,법학,무역학,1
rcep,2022,5,무역학,법학,1
rcep,2022,6,법학,무역학,1
rcep,2022,12,무역학,법학,1
rcep,2023,4,법학,경영학,1
rcep,2023,5,경영학,무역학,1
rcep,2023,12,무역학,사회과학 일반,1
rcep,2023,12,사회과학 일반,무역학,1
rcep,2024,6,무역학,경영학,1
rcep,2025,2,경영학,법학,1
rcep,2025,4,법학,지리학,1
rcep,2025,8,지리학,무역학,1
rcep,2025,9,무역학,법학,1
rcep,2025,10,법학,정치외교학,1
rcep,2025,11,정치외교학,법학,1
re100,2022,12,행정학,경영학,1
re100,2023,2,경영학,무역학,1
re100,2023,3,무역학,경영학,1
re100,2023,9,경영학,행정학,1
re100,2024,4,행정학,사회학,1
re100,2024,8,사회학,지리학,1
re100,2024,9,지리학,행정학,1
re100,2024,11,행정학,지리학,1
re100,2025,6,지리학,경영학,1
reading,2021,2,사회학,법학,1
reading,2021,3,법학,사회과학 일반,1
reading,2021,7,사회과학 일반,교육학,1
reading,2021,8,교육학,사회학,1
reading,2021,9,사회학,교육학,1
reading,2022,6,교육학,법학,1
reading,2023,1,법학,교육학,1
reading,2023,3,교육학,법학,1
reading,2024,1,법학,교육학,1
reading,2024,6,교육학,경영학,1
reading,2024,10,경영학,교육학,1
reading,2024,12,교육학,사회학,1
reading,2025,3,사회학,교육학,1
reading,2025,5,교육학,사회과학 일반,1
reading comprehension,2025,6,교육학,문헌정보학,1
real,2021,4,경제학,법학,1
real,2021,4,법학,경제학,1
real,2021,6,법학,경제학,1
real,2021,7,경제학,법학,1
real,2021,7,법학,경제학,1
real,2021,8,경제학,법학,2
real,2021,8,법학,경제학,1
real,2021,11,법학,경제학,1
real,2021,12,경제학,법학,1
real,2022,4,법학,경제학,1
real,2022,5,경제학,법학,1
real,2022,8,법학,경제학,1
real,2022,9,경제학,법학,2
real,2022,9,법학,경제학,1
real,2022,11,경제학,법학,1
real,2022,11,법학,경제학,1
real,2023,3,경제학,법학,1
real,2023,3,법학,경제학,1
real,2023,4,경제학,법학,1
real,2023,4,법학,경제학,1
real,2023,6,법학,경제학,1
real,2023,8,경제학,법학,1
real,2023,10,법학,경제학,1
real,2023,11,경제학,법학,1
real,2023,12,법학,군사학,1
real,2024,1,군사학,법학,1
real,2024,4,경제학,법학,1
real,2024,4,법학,경제학,2
real,2024,5,경제학,법학,1
real,2024,6,법학,군사학,1
real,2024,8,군사학,법학,1
real,2024,9,경제학,군사학,1
real,2024,9,군사학,법학,1
real,2024,9,법학,경제학,2
real,2024,11,경제학,법학,1
real,2024,11,법학,경제학,1
real,2024,12,경제학,법학,1
real,2024,12,군사학,법학,1
real,2024,12,법학,군사학,1
real,2025,4,법학,경제학,1
real,2025,5,경제학,법학,1
real,2025,6,법학,군사학,1
real,2025,7,군사학,경제학,1
real,2025,8,경제학,법학,1
real,2025,9,군사학,법학,1
real,2025,9,법학,군사학,1
real,2025,10,법학,경제학,1
real earnings management,2021,12,경영학,사회과학 일반,1
real earnings management,2022,4,사회과학 일반,경영학,1
real earnings management,2024,3,경영학,사회과학 일반,1
real earnings management,2024,6,사회과학 일반,경영학,1
real estate,2021,6,신문방송학,법학,1
real estate,2021,8,법학,사회과학 일반,1
real estate,2021,9,경영학,지리학,1
real estate,2021,9,사회과학 일반,경영학,1
real estate,2022,3,지리학,정치외교학,1
real estate,2022,4,정치외교학,경영학,1
real estate,2022,6,경영학,신문방송학,1
real estate,2023,1,신문방송학,지리학,1
real estate,2023,12,지리학,사회학,1
real estate,2024,2,사회학,지리학,1
real estate,2024,2,지리학,사회학,1
real estate,2024,3,사회학,지리학,1
real estate,2025,6,지리학,행정학,1
realism,2021,2,군사학,법학,1
realism,2021,6,법학,정치외교학,1
realism,2021,6,정치외교학,지리학,1
realism,2021,8,지리학,사회과학 일반,1
realism,2021,12,사회과학 일반,정치외교학,1
realism,2022,8,정치외교학,법학,1
realism,2022,9,법학,정치외교학,1
realism,2022,11,정치외교학,사회학,1
realism,2022,12,법학,사회학,1
realism,2022,12,사회학,법학,1
realism,2023,2,사회학,교육학,1
realism,2023,4,교육학,법학,1
realism,2023,6,법학,정치외교학,1
realism,2023,6,정치외교학,지리학,1
realism,2023,12,지리학,사회학,1
realism,2024,2,사회학,법학,1
realism,2024,3,법학,정치외교학,1
realism,2024,5,정치외교학,법학,1
realism,2024,9,법학,정치외교학,1
realism,2024,12,정치외교학,신문방송학,1
realism,2025,3,신문방송학,정치외교학,1
realism,2025,6,정치외교학,지리학,1
reality,2021,5,법학,지리학,1
reality,2021,6,지리학,법학,1
reality,2021,9,법학,교육학,1
reality,2021,11,교육학,사회학,1
reality,2021,12,사회학,법학,1
reality,2022,2,법학,지리학,1
reality,2022,2,지리학,법학,1
reality,2022,6,법학,인류학,1
reality,2022,6,인류학,군사학,1
reality,2022,8,군사학,법학,1
reality,2022,9,법학,사회학,1
reality,2023,2,사회학,법학,1
reality,2023,3,법학,사회학,1
reality,2023,6,사회학,지리학,1
reality,2023,8,지리학,신문방송학,1
reality,2023,12,신문방송학,군사학,1
reality,2025,3,군사학,경영학,1
reality,2025,9,경영학,군사학,1
reality,2025,10,군사학,경영학,1
realization,2021,3,교육학,법학,1
realization,2022,6,법학,정치외교학,1
realization,2022,6,정치외교학,법학,1
realization,2023,2,법학,교육학,1
realization,2023,6,교육학,법학,1
reason,2021,4,신문방송학,법학,1
reason,2021,5,법학,지리학,1
reason,2021,8,지리학,법학,1
reason,2021,11,법학,정치외교학,1
reason,2021,12,정치외교학,법학,1
reason,2022,6,법학,경제학,1
reason,2022,8,경제학,법학,1
reasoning,2022,11,법학,교육학,1
reasoning,2023,4,교육학,법학,1
reasoning,2023,4,법학,교육학,1
reasoning,2023,5,교육학,법학,1
reasoning,2024,12,법학,교육학,1
reasoning,2025,1,교육학,법학,1
reasons,2021,10,법학,경영학,1
reasons,2022,4,경영학,법학,1
rebellion,2021,8,법학,사회학,1
rebellion,2022,12,사회학,정치외교학,1
rebellion,2024,2,정치외교학,사회학,1
rebellion,2024,4,사회학,정치외교학,1
rebellion,2025,2,정치외교학,법학,1
rebellion,2025,5,법학,사회과학 일반,1
rebellion,2025,6,사회과학 일반,신문방송학,1
rebellion,2025,6,신문방송학,법학,1
reciprocity,2021,1,경영학,사회과학 일반,1
reciprocity,2021,5,사회과학 일반,무역학,1
reciprocity,2021,6,무역학,법학,1
reciprocity,2021,9,법학,정치외교학,1
reciprocity,2022,1,정치외교학,사회과학 일반,1
reciprocity,2022,6,경영학,법학,1
reciprocity,2022,6,사회과학 일반,경영학,1
reciprocity,2022,8,법학,경영학,1
reciprocity,2022,11,경영학,무역학,1
reciprocity,2022,11,무역학,사회학,1
reciprocity,2022,12,사회학,지리학,1
reciprocity,2022,12,지리학,사회학,1
reciprocity,2023,4,사회학,정치외교학,1
reciprocity,2023,6,법학,사회학,1
reciprocity,2023,6,정치외교학,법학,1
reciprocity,2023,9,사회학,지리학,1
reciprocity,2023,11,지리학,사회학,1
reciprocity,2023,12,사회학,인류학,1
reciprocity,2024,3,관광학,사회학,1
reciprocity,2024,3,인류학,관광학,1
reciprocity,2024,4,사회과학 일반,법학,1
reciprocity,2024,4,사회학,사회과학 일반,1
reciprocity,2024,7,법학,사회학,1
reciprocity,2024,8,사회학,법학,1
reciprocity,2025,1,법학,지리학,1
reciprocity,2025,2,지리학,사회학,1
reciprocity,2025,6,사회학,정치외교학,1
reciprocity,2025,6,정치외교학,법학,1
recognition,2021,2,경제학,법학,1
recognition,2021,2,법학,경제학,1
recognition,2021,2,법학,교육학,1
recognition,2021,4,교육학,법학,1
recognition,2021,5,법학,사회과학 일반,1
recognition,2021,6,사회과학 일반,정치외교학,1
recognition,2021,6,정치외교학,법학,1
recognition,2021,12,경제학,법학,1
recognition,2021,12,법학,경제학,1
recognition,2022,7,법학,교육학,1
recognition,2022,8,교육학,법학,1
recognition,2022,10,법학,경제학,1
recognition,2022,11,경제학,지리학,1
recognition,2022,11,지리학,법학,1
recognition,2022,12,법학,정치외교학,1
recognition,2023,2,경제학,교육학,1
recognition,2023,2,관광학,경제학,1
recognition,2023,2,정치외교학,관광학,1
recognition,2023,3,교육학,법학,1
recognition,2023,4,관광학,법학,1
recognition,2023,4,법학,관광학,1
recognition,2023,9,법학,군사학,1
recognition,2023,12,군사학,법학,1
recognition,2023,12,법학,인류학,1
recognition,2023,12,인류학,법학,1
recognition,2024,3,법학,정치외교학,1
recognition,2024,3,정치외교학,법학,1
recognition,2024,5,법학,교육학,1
recognition,2024,6,교육학,법학,1
recognition,2024,6,법학,군사학,1
recognition,2024,8,군사학,정치외교학,1
recognition,2024,8,정치외교학,법학,1
recognition,2024,10,법학,정치외교학,1
recognition,2024,11,정치외교학,경제학,1
recognition,2024,12,경영학,법학,1
recognition,2024,12,경제학,경영학,1
recognition,2025,1,법학,교육학,1
recognition,2025,2,교육학,법학,1
recognition,2025,3,법학,지리학,1
recognition,2025,5,법학,사회학,1
recognition,2025,5,지리학,법학,1
recognition,2025,6,법학,사회학,1
recognition,2025,6,사회학,법학,1
recognition,2025,9,사회학,법학,1
recognition,2025,10,법학,군사학,1
recognition,2025,11,군사학,법학,1
recommendation,2021,6,경영학,법학,1
recommendation,2021,9,법학,경제학,1
recommendation,2021,11,경제학,법학,1
recommendation,2021,12,법학,경영학,1
recommendation,2022,4,경영학,법학,1
recommendation,2022,12,경영학,법학,1
recommendation,2022,12,법학,경영학,1
recommendation,2024,8,법학,경영학,1
recommendation,2024,10,경영학,법학,1
recommendation,2025,4,경영학,법학,1
recommendation,2025,4,법학,경영학,1
recommendation,2025,6,경영학,법학,1
recommendation,2025,6,법학,경영학,1
recommendation intention,2021,6,관광학,경영학,1
recommendation intention,2021,7,경영학,관광학,1
recommendation intention,2021,9,경영학,관광학,1
recommendation intention,2021,9,관광학,경영학,1
recommendation intention,2022,5,관광학,경영학,1
recommendation intention,2022,6,경영학,관광학,1
recommendation intention,2022,12,경영학,관광학,1
recommendation intention,2022,12,관광학,경영학,1
recommendation intention,2023,1,관광학,신문방송학,1
recommendation intention,2023,6,신문방송학,관광학,1
recommendation intention,2023,8,관광학,무역학,1
recommendation intention,2023,9,무역학,경영학,1
recommendation intention,2023,10,경영학,관광학,1
recommendation intention,2023,12,경영학,관광학,1
recommendation intention,2023,12,관광학,경영학,1
recommendation intention,2024,10,관광학,경영학,1
recommendation intention,2025,2,경영학,관광학,1
recommendation intention,2025,5,관광학,경영학,1
recommendation intention,2025,6,경영학,관광학,1
reconciliation,2022,7,교육학,법학,1
reconciliation,2023,6,법학,신문방송학,1
reconciliation,2023,11,신문방송학,지리학,1
reconciliation,2024,8,지리학,정치외교학,1
reconciliation,2024,9,정치외교학,사회과학 일반,1
reconciliation,2024,11,사회과학 일반,법학,1
reconciliation,2024,12,법학,사회과학 일반,1
reconciliation,2024,12,사회과학 일반,법학,1
reconciliation,2025,9,경영학,법학,1
reconciliation,2025,9,법학,정치외교학,1
reconciliation,2025,9,정치외교학,경영학,1
reconstruction,2021,12,문헌정보학,법학,1
reconstruction,2021,12,법학,문헌정보학,1
reconstruction,2022,11,법학,교육학,1
reconstruction,2022,12,교육학,군사학,1
reconstruction,2022,12,군사학,법학,1
reconstruction,2023,4,법학,경제학,1
reconstruction,2023,8,경제학,법학,1
reconstruction,2024,2,법학,지리학,1
reconstruction,2024,5,지리학,법학,1
reconstruction,2024,6,법학,지리학,1
reconstruction,2024,6,지리학,법학,1
reconstruction,2024,9,법학,행정학,1
reconstruction,2024,11,행정학,법학,1
reconstruction,2024,12,법학,지리학,1
reconstruction,2025,2,지리학,법학,1
reconstruction,2025,4,법학,지리학,1
reconstruction,2025,5,지리학,법학,1
reconstruction,2025,8,법학,지리학,1
reconstruction,2025,8,지리학,법학,1
reconstruction,2025,10,법학,경영학,1
records,2023,12,법학,군사학,1
recovery,2021,2,경영학,사회과학 일반,1
recovery,2021,2,사회과학 일반,법학,1
recovery,2021,5,법학,사회학,1
recovery,2021,6,법학,사회학,1
recovery,2021,6,사회학,법학,1
recovery,2021,8,법학,경제학,1
recovery,2021,8,사회학,법학,1
recovery,2021,12,경제학,사회학,1
recovery,2022,5,사회학,법학,1
recovery,2022,6,법학,사회학,1
recovery,2022,12,사회학,경영학,1
recovery,2023,2,경영학,법학,1
recovery,2023,8,법학,사회학,1
recovery,2023,8,법학,지리학,1
recovery,2023,8,지리학,법학,1
recovery,2023,11,사회과학 일반,법학,1
recovery,2023,11,사회학,사회과학 일반,1
recovery,2024,8,법학,사회학,1
recovery,2024,9,사회학,행정학,1
recovery,2024,9,행정학,사회학,1
recovery,2024,10,사회학,법학,1
recovery,2025,4,법학,교육학,1
recovery,2025,5,교육학,법학,1
recovery,2025,8,교육학,사회학,1
recovery,2025,8,법학,교육학,1
recruitment,2021,8,경제학,법학,1
recruitment,2022,2,법학,군사학,1
recruitment,2022,3,군사학,법학,1
recruitment,2022,6,문헌정보학,군사학,1
recruitment,2022,6,법학,문헌정보학,1
recruitment,2022,9,군사학,법학,1
recruitment,2022,9,법학,사회학,1
recruitment,2022,12,사회학,법학,1
recruitment,2023,9,법학,군사학,1
recruitment,2024,2,군사학,행정학,1
recruitment,2024,11,행정학,법학,1
recruitment,2024,12,법학,군사학,1
recruitment,2025,3,군사학,교육학,1
recruitment,2025,5,교육학,경영학,1
recruitment,2025,6,경영학,법학,1
recruitment,2025,8,법학,사회학,1
recycling,2022,4,무역학,신문방송학,1
recycling,2022,5,신문방송학,법학,1
recycling,2022,9,법학,경제학,1
recycling,2022,12,경제학,행정학,1
recycling,2023,5,행정학,무역학,1
recycling,2023,6,무역학,지리학,1
recycling,2023,12,지리학,사회과학 일반,1
recycling,2024,8,사회과학 일반,경영학,1
recycling,2024,9,경영학,행정학,1
recycling,2024,10,행정학,법학,1
recycling,2025,3,법학,행정학,1
redevelopment,2021,7,법학,지리학,1
redevelopment,2021,12,지리학,법학,1
redevelopment,2022,2,법학,교육학,1
redevelopment,2022,3,교육학,사회학,1
redevelopment,2022,6,사회학,지리학,1
redevelopment,2022,9,지리학,법학,1
redevelopment,2023,1,법학,지리학,1
redevelopment,2023,2,지리학,법학,1
redevelopment,2023,4,법학,지리학,1
redevelopment,2023,4,지리학,경제학,1
redevelopment,2023,6,경제학,지리학,1
redevelopment,2023,8,지리학,법학,1
redevelopment,2023,11,법학,지리학,1
redevelopment,2023,11,지리학,법학,1
redevelopment,2024,9,법학,행정학,1
redevelopment,2024,10,행정학,지리학,1
redevelopment,2024,12,지리학,법학,1
redevelopment,2025,2,법학,지리학,1
redevelopment,2025,2,지리학,법학,1
redevelopment,2025,4,법학,경제학,1
redevelopment,2025,5,경제학,지리학,1
redevelopment,2025,5,지리학,법학,1
redevelopment,2025,6,법학,지리학,1
redevelopment,2025,9,지리학,법학,1
redistribution,2021,3,법학,경제학,1
redistribution,2022,11,경제학,사회과학 일반,1
redistribution,2022,11,사회과학 일반,사회학,1
redistribution,2022,12,사회학,경제학,1
redistribution,2023,5,경제학,사회과학 일반,1
redistribution,2024,9,사회과학 일반,법학,1
redistribution,2024,11,법학,사회과학 일반,1
redistribution,2024,12,사회과학 일반,정치외교학,1
redistribution,2024,12,정치외교학,사회과학 일반,1
redistribution,2025,6,사회과학 일반,정치외교학,1
redistribution,2025,7,정치외교학,사회학,1
redistribution,2025,8,사회학,정치외교학,1
redistribution,2025,8,정치외교학,법학,1
reduction,2021,2,관광학,법학,1
reduction,2021,6,법학,경제학,1
reduction,2021,9,경제학,법학,1
reduction,2021,9,법학,경제학,1
reduction,2021,11,경제학,법학,1
reduction,2022,2,법학,사회과학 일반,1
reduction,2022,4,사회과학 일반,법학,1
reduction,2022,8,법학,경제학,1
reduction,2022,11,경제학,법학,1
reduction,2023,3,경제학,법학,1
reduction,2023,3,군사학,경제학,1
reduction,2023,3,법학,군사학,1
reduction,2024,3,법학,경제학,1
reduction,2024,6,경제학,법학,1
reduction,2024,9,법학,경제학,1
reduction,2024,12,경제학,법학,1
reduction,2025,3,법학,군사학,1
reduction,2025,6,군사학,법학,1
reference,2021,12,법학,경제학,1
reference,2022,2,경제학,법학,1
reference,2023,12,법학,군사학,1
reference,2025,3,군사학,법학,1
reference,2025,9,법학,군사학,1
reflection,2021,10,사회학,교육학,1
reflection,2022,4,교육학,사회과학 일반,1
reflection,2022,5,사회과학 일반,법학,1
reflection,2024,1,법학,사회과학 일반,1
reflection,2024,6,경영학,법학,1
reflection,2024,6,사회과학 일반,경영학,1
reflection,2024,7,법학,교육학,1
reflection,2024,12,교육학,법학,1
reflection,2025,2,법학,교육학,1
reflexivity,2021,6,신문방송학,교육학,1
reflexivity,2021,11,교육학,사회학,1
reflexivity,2023,10,사회학,정치외교학,1
reflexivity,2023,11,정치외교학,신문방송학,1
reflexivity,2023,12,신문방송학,법학,1
reflexivity,2024,7,법학,교육학,1
reflexivity,2024,8,교육학,정치외교학,1
reflexivity,2025,6,정치외교학,인류학,1
reform,2021,2,경제학,법학,1
reform,2021,3,법학,군사학,1
reform,2021,4,군사학,법학,1
reform,2021,6,법학,군사학,1
reform,2021,9,군사학,법학,1
reform,2022,4,법학,사회과학 일반,1
reform,2022,5,사회과학 일반,법학,1
reform,2022,6,법학,군사학,1
reform,2022,8,군사학,법학,1
reform,2022,12,군사학,법학,1
reform,2022,12,법학,군사학,1
reform,2022,12,법학,행정학,1
reform,2023,2,행정학,법학,1
reform,2023,6,법학,지리학,1
reform,2023,6,지리학,법학,1
reform,2023,7,법학,정치외교학,1
reform,2023,7,정치외교학,법학,1
reform,2023,8,법학,정치외교학,1
reform,2023,8,정치외교학,법학,1
reform,2023,12,법학,지리학,1
reform,2024,2,지리학,법학,1
reform,2024,6,법학,지리학,1
reform,2024,6,지리학,군사학,1
reform,2024,8,군사학,법학,1
reform,2024,11,법학,정치외교학,1
reform,2024,11,사회과학 일반,법학,1
reform,2024,11,정치외교학,사회과학 일반,1
reform,2025,8,경제학,법학,1
reform,2025,8,법학,경제학,1
reform,2025,8,법학,사회학,1
reform,2025,9,사회학,신문방송학,1
reform,2025,9,신문방송학,법학,1
refugee,2021,4,사회과학 일반,지리학,1
refugee,2021,4,지리학,법학,1
refugee,2021,5,법학,사회과학 일반,1
refugee,2021,5,사회과학 일반,지리학,1
refugee,2021,5,지리학,법학,1
refugee,2021,6,법학,사회학,1
refugee,2021,7,사회학,지리학,1
refugee,2021,8,지리학,사회학,1
refugee,2021,9,사회학,법학,1
refugee,2021,10,법학,사회과학 일반,1
refugee,2021,11,사회과학 일반,교육학,1
refugee,2021,12,교육학,신문방송학,1
refugee,2021,12,신문방송학,법학,1
refugee,2022,2,법학,지리학,1
refugee,2022,2,지리학,교육학,1
refugee,2022,5,교육학,지리학,1
refugee,2022,5,지리학,법학,1
refugee,2022,6,법학,정치외교학,1
refugee,2022,6,정치외교학,지리학,1
refugee,2022,8,법학,사회학,1
refugee,2022,8,지리학,법학,1
refugee,2022,10,사회학,정치외교학,1
refugee,2022,12,군사학,사회학,1
refugee,2022,12,법학,군사학,1
refugee,2022,12,사회과학 일반,지리학,1
refugee,2022,12,신문방송학,법학,1
refugee,2022,12,정치외교학,사회과학 일반,1
refugee,2022,12,지리학,신문방송학,1
refugee,2023,2,사회학,법학,1
refugee,2023,6,법학,사회과학 일반,1
refugee,2023,6,법학,사회학,1
refugee,2023,6,사회과학 일반,법학,1
refugee,2023,8,사회학,법학,1
refugee,2023,9,법학,사회과학 일반,1
refugee,2023,10,사회과학 일반,지리학,1
refugee,2023,10,지리학,법학,1
refugee,2023,11,법학,사회과학 일반,1
refugee,2023,11,사회과학 일반,법학,1
refugee,2023,12,법학,사회학,1
refugee,2023,12,법학,지리학,1
refugee,2023,12,지리학,법학,1
refugee,2024,1,사회학,정치외교학,1
refugee,2024,2,군사학,법학,1
refugee,2024,2,사회과학 일반,지리학,1
refugee,2024,2,정치외교학,사회과학 일반,1
refugee,2024,2,지리학,군사학,1
refugee,2024,4,법학,정치외교학,1
refugee,2024,6,정치외교학,지리학,1
refugee,2024,12,사회과학 일반,지리학,1
refugee,2024,12,지리학,사회과학 일반,1
refugee,2025,1,지리학,사회과학 일반,1
refugee,2025,2,사회과학 일반,교육학,1
refugee,2025,5,교육학,지리학,1
refugee,2025,5,지리학,법학,1
refugee,2025,6,법학,지리학,1
refugee,2025,6,지리학,법학,1
refugee,2025,8,법학,사회과학 일반,1
refugee policy,2023,6,지리학,행정학,1
refugee policy,2023,10,행정학,지리학,1
refugee policy,2024,2,지리학,사회과학 일반,1
refugee policy,2024,8,사회과학 일반,사회학,1
refugee policy,2025,2,사회학,지리학,1
refugee policy,2025,3,지리학,사회과학 일반,1
refugee policy,2025,6,사회과학 일반,정치외교학,1
refugee policy,2025,7,정치외교학,지리학,1
refusal,2022,3,군사학,법학,1
refusal,2022,3,법학,군사학,1
refusal,2024,6,법학,교육학,1
refusal,2024,11,교육학,법학,1
regeneration,2021,2,지리학,법학,1
regeneration,2021,7,법학,경제학,1
regeneration,2022,2,경제학,법학,1
regeneration,2022,4,법학,지리학,1
regeneration,2022,11,지리학,경제학,1
regeneration,2023,4,경제학,지리학,1
regeneration,2024,2,지리학,법학,1
regeneration,2025,5,법학,지리학,1
regeneration,2025,8,지리학,법학,1
regime,2021,3,법학,군사학,1
regime,2021,6,군사학,법학,1
regime,2021,8,법학,경제학,1
regime,2021,9,경제학,법학,1
regime,2022,3,경제학,법학,1
regime,2022,3,법학,경제학,1
regime,2022,4,법학,사회과학 일반,1
regime,2022,6,사회과학 일반,법학,1
regime,2022,7,법학,경제학,1
regime,2022,10,경영학,법학,1
regime,2022,10,경제학,경영학,1
regime,2023,6,경영학,경제학,1
regime,2023,6,법학,경영학,1
regime,2023,8,경제학,법학,1
regime,2023,10,법학,경제학,1
regime,2024,5,경제학,사회과학 일반,1
regime,2024,6,경영학,군사학,1
regime,2024,6,사회과학 일반,경영학,1
regime,2024,8,군사학,법학,1
regime,2024,9,법학,경제학,1
regime,2024,10,경제학,군사학,1
regime,2024,10,군사학,법학,1
